finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
PINKY,0.272,0.57,0.78,Up,0.776,0.299,0.034,0.554,N
RING,-0.593,0.491,0.705,Left,-0.316,0.209,-0.387,-0.841,N
MIDDLE,0.039,0.268,0.973,Up,-0.313,-0.071,0.15,0.935,N
THUMB,0.399,-0.787,0.494,Towards you,0.591,-0.154,-0.491,0.622,N
INDEX,0.05,-0.091,0.933,Up,-0.27,0.028,-0.06,0.961,N
PALM,0.969,-0.204,-0.333,Left,-0.569,0.378,0.707,0.18,N
PINKY,0.264,0.712,0.624,Up,0.758,0.325,0.079,0.56,N
RING,-0.681,0.653,0.523,Left,-0.269,0.213,-0.424,-0.839,N
MIDDLE,0.166,0.449,0.847,Up,-0.325,0.007,0.236,0.916,N
THUMB,0.245,-0.806,0.642,Towards you,0.582,-0.171,-0.43,0.669,N
INDEX,0.162,-0.048,0.826,Up,-0.291,0.072,-0.021,0.954,N
PALM,0.949,-0.269,-0.358,Towards you,-0.556,0.403,0.713,0.141,N
PINKY,0.287,0.719,0.675,Up,0.737,0.335,0.094,0.58,N
RING,-0.479,0.642,0.557,Left,-0.228,0.187,-0.408,-0.864,N
MIDDLE,0.197,0.478,0.872,Up,-0.367,-0.0,0.257,0.894,N
THUMB,0.329,-0.791,0.613,Towards you,0.558,-0.129,-0.432,0.697,N
INDEX,0.351,-0.07,0.845,Up,-0.355,0.194,0.021,0.914,N
PALM,0.961,-0.268,-0.322,Towards you,-0.586,0.365,0.715,0.113,N
PINKY,0.31,0.559,0.659,Up,0.724,0.306,0.076,0.613,N
RING,-0.733,0.603,0.625,Left,-0.224,0.275,-0.392,-0.849,N
MIDDLE,0.347,0.246,0.412,Up,-0.337,0.057,0.279,0.897,N
THUMB,0.503,-0.524,0.707,Up,0.696,-0.072,-0.403,0.59,N
INDEX,0.693,-0.3,0.602,Away from you,-0.308,0.412,-0.004,0.857,N
PALM,1.017,-0.058,-0.181,Left,-0.594,0.375,0.663,0.258,N
PINKY,0.121,0.327,0.908,Up,0.772,0.175,0.05,0.609,N
RING,-0.745,0.342,0.624,Left,-0.315,0.311,-0.29,-0.848,N
MIDDLE,-0.494,0.326,0.736,Up,-0.28,-0.318,0.097,0.901,N
THUMB,0.652,-0.556,0.535,Towards you,0.72,-0.062,-0.464,0.513,N
INDEX,0.592,-0.238,0.624,Up,-0.268,0.369,-0.038,0.889,N
PALM,1.019,-0.086,-0.168,Left,-0.592,0.38,0.635,0.317,N
PINKY,0.103,0.407,0.932,Up,0.806,0.132,0.039,0.575,N
RING,-0.712,0.331,0.719,Up,-0.368,0.271,-0.284,-0.843,N
MIDDLE,-0.625,0.309,0.696,Up,-0.216,-0.375,0.066,0.899,N
THUMB,0.625,-0.54,0.625,Towards you,0.776,-0.092,-0.473,0.406,N
INDEX,0.916,-0.275,0.24,Away from you,-0.195,0.59,-0.052,0.782,N
PALM,1.032,-0.061,-0.095,Left,-0.579,0.407,0.6,0.371,N
PINKY,0.151,0.355,0.911,Up,0.812,0.147,0.021,0.565,N
RING,-0.517,0.372,0.729,Up,-0.376,0.24,-0.276,-0.852,N
MIDDLE,-0.347,0.465,0.907,Up,-0.226,-0.222,0.135,0.939,N
THUMB,0.72,-0.472,0.501,Towards you,0.763,-0.075,-0.504,0.398,N
INDEX,0.896,-0.272,0.234,Away from you,-0.176,0.594,-0.062,0.783,N
PALM,1.043,-0.056,-0.015,Left,-0.568,0.445,0.569,0.396,N
PINKY,0.117,0.332,0.965,Up,0.852,0.138,0.013,0.504,N
RING,-0.654,0.377,0.769,Up,-0.44,0.224,-0.312,-0.812,N
MIDDLE,0.372,0.364,0.955,Up,-0.167,0.157,0.195,0.954,N
THUMB,0.88,-0.492,0.24,Towards you,0.734,-0.093,-0.602,0.3,N
INDEX,0.897,-0.498,0.12,Away from you,-0.104,0.649,-0.211,0.724,N
PALM,1.072,0.107,0.104,Left,-0.496,0.468,0.503,0.531,N
PINKY,0.121,0.252,1.021,Up,0.9,0.105,-0.063,0.418,N
RING,-0.48,0.312,0.73,Up,-0.551,0.146,-0.284,-0.771,N
MIDDLE,0.959,0.17,0.421,Away from you,-0.093,0.558,0.159,0.809,N
THUMB,0.896,-0.553,0.116,Towards you,0.718,-0.165,-0.642,0.211,N
INDEX,0.824,-0.669,0.035,Away from you,-0.057,0.615,-0.335,0.711,N
PALM,1.01,0.192,0.095,Left,-0.426,0.498,0.463,0.597,N
PINKY,0.272,0.159,0.977,Up,0.916,0.093,-0.153,0.358,N
RING,-0.324,0.192,0.73,Up,-0.618,0.096,-0.24,-0.743,N
MIDDLE,0.991,-0.052,0.37,Away from you,-0.073,0.638,0.06,0.764,N
THUMB,0.911,-0.491,-0.03,Towards you,0.688,-0.221,-0.681,0.123,N
INDEX,0.787,-0.722,-0.112,Away from you,-0.017,0.622,-0.439,0.649,N
PALM,1.035,0.3,0.22,Left,-0.37,0.491,0.414,0.671,N
PINKY,0.219,0.132,1.008,Up,0.944,0.036,-0.162,0.285,N
RING,-0.475,0.316,0.791,Up,-0.673,0.076,-0.233,-0.698,N
MIDDLE,0.917,0.162,0.284,Away from you,0.015,0.602,0.039,0.798,N
THUMB,0.917,-0.399,0.134,Towards you,0.719,-0.248,-0.649,0.033,N
INDEX,0.872,-0.548,-0.038,Away from you,0.031,0.638,-0.449,0.624,N
PALM,1.023,0.167,0.146,Left,-0.349,0.531,0.363,0.681,N
PINKY,0.265,0.264,0.984,Up,0.953,0.078,-0.133,0.263,N
RING,-0.461,0.222,0.915,Up,-0.665,0.069,-0.257,-0.698,N
MIDDLE,0.989,0.055,0.278,Away from you,0.017,0.6,0.041,0.799,N
THUMB,0.901,-0.422,0.264,Towards you,0.793,-0.227,-0.563,0.04,N
INDEX,0.869,-0.643,-0.316,Away from you,-0.004,0.678,-0.433,0.595,O
PALM,0.998,0.148,0.094,Left,-0.354,0.536,0.366,0.673,O
PINKY,0.292,0.2,0.954,Up,0.944,0.087,-0.129,0.29,O
RING,-0.503,0.295,0.916,Up,-0.648,0.092,-0.247,-0.714,O
MIDDLE,0.987,-0.03,0.213,Away from you,-0.026,0.623,0.012,0.782,O
THUMB,0.756,-0.31,0.6,Towards you,0.841,-0.205,-0.5,0.029,O
INDEX,0.851,-0.556,-0.342,Away from you,-0.015,0.695,-0.436,0.572,O
PALM,1.012,0.133,0.139,Left,-0.363,0.529,0.355,0.68,O
PINKY,0.38,0.17,0.906,Up,0.94,0.089,-0.144,0.298,O
RING,-0.484,0.257,0.888,Up,-0.642,0.099,-0.244,-0.72,O
MIDDLE,0.983,-0.114,0.172,Away from you,-0.034,0.621,-0.012,0.783,O
THUMB,0.754,-0.304,0.674,Towards you,0.902,-0.159,-0.402,-0.015,O
INDEX,0.85,-0.587,-0.308,Away from you,-0.011,0.685,-0.448,0.575,O
PALM,1.008,0.164,0.203,Left,-0.348,0.524,0.34,0.699,O
PINKY,0.347,0.17,0.931,Up,0.94,0.068,-0.147,0.301,O
RING,-0.52,0.271,0.834,Up,-0.628,0.127,-0.249,-0.727,O
MIDDLE,0.972,-0.136,0.24,Away from you,-0.044,0.603,-0.01,0.796,O
THUMB,0.777,-0.245,0.571,Towards you,0.892,-0.149,-0.427,-0.004,O
INDEX,0.83,-0.55,-0.302,Away from you,-0.021,0.684,-0.43,0.589,O
PALM,1.015,0.207,0.2,Left,-0.363,0.519,0.345,0.693,O
PINKY,0.332,0.176,0.93,Up,0.938,0.074,-0.129,0.314,O
RING,-0.556,0.295,0.802,Up,-0.608,0.15,-0.258,-0.736,O
MIDDLE,0.961,-0.059,0.271,Away from you,-0.044,0.589,-0.004,0.807,O
RING,-0.637,0.467,0.623,Left,-0.467,0.182,-0.365,-0.784,O
MIDDLE,0.996,0.197,-0.136,Away from you,0.197,0.73,-0.041,0.653,O
THUMB,0.971,-0.151,0.319,Towards you,0.806,-0.165,-0.558,-0.108,O
INDEX,0.893,-0.407,-0.442,Right,0.112,0.685,-0.522,0.496,O
PALM,0.978,-0.021,0.323,Away from you,-0.121,0.574,0.047,0.809,O
PINKY,-0.391,0.49,0.752,Up,0.842,0.089,0.302,0.438,O
RING,-0.603,0.477,0.625,Left,-0.461,0.186,-0.362,-0.789,O
MIDDLE,0.968,0.245,-0.077,Away from you,0.2,0.729,-0.044,0.653,O
THUMB,0.974,-0.167,0.326,Towards you,0.808,-0.164,-0.556,-0.106,O
INDEX,0.894,-0.394,-0.514,Right,0.114,0.684,-0.521,0.497,O
PALM,0.983,0.01,0.287,Away from you,-0.115,0.575,0.043,0.809,O
PINKY,-0.376,0.496,0.746,Up,0.833,0.085,0.306,0.454,O
RING,-0.613,0.464,0.631,Left,-0.451,0.19,-0.361,-0.794,O
MIDDLE,0.984,0.212,-0.096,Away from you,0.2,0.729,-0.042,0.653,O
THUMB,0.98,-0.133,0.315,Towards you,0.809,-0.16,-0.556,-0.103,O
INDEX,0.899,-0.411,-0.448,Right,0.114,0.686,-0.519,0.497,O
PALM,0.983,-0.029,0.299,Away from you,-0.112,0.576,0.038,0.809,O
PINKY,-0.408,0.509,0.737,Up,0.823,0.079,0.312,0.467,O
RING,-0.624,0.463,0.613,Left,-0.44,0.199,-0.363,-0.797,O
MIDDLE,0.976,0.282,-0.068,Away from you,0.203,0.724,-0.037,0.658,O
THUMB,0.976,-0.136,0.34,Towards you,0.813,-0.159,-0.552,-0.095,O
INDEX,0.903,-0.42,-0.464,Right,0.116,0.685,-0.515,0.503,O
PALM,0.981,0.008,0.284,Away from you,-0.107,0.58,0.035,0.807,O
PINKY,-0.394,0.49,0.73,Up,0.812,0.073,0.317,0.483,O
RING,-0.621,0.466,0.62,Left,-0.427,0.207,-0.363,-0.802,O
MIDDLE,0.983,0.26,-0.053,Away from you,0.204,0.719,-0.031,0.663,O
THUMB,0.965,-0.196,0.365,Towards you,0.816,-0.159,-0.55,-0.085,O
INDEX,0.912,-0.401,-0.427,Right,0.115,0.682,-0.508,0.513,O
PALM,1.001,0.012,0.278,Away from you,-0.108,0.586,0.034,0.802,O
PINKY,-0.442,0.513,0.71,Up,0.799,0.065,0.329,0.5,O
RING,-0.647,0.484,0.581,Left,-0.414,0.218,-0.366,-0.805,O
MIDDLE,0.974,0.285,-0.027,Away from you,0.206,0.713,-0.027,0.669,O
THUMB,0.97,-0.165,0.33,Towards you,0.817,-0.157,-0.549,-0.079,O
INDEX,0.904,-0.396,-0.435,Right,0.114,0.682,-0.507,0.515,O
PALM,1.002,0.017,0.287,Away from you,-0.1,0.587,0.03,0.803,O
PINKY,-0.427,0.492,0.736,Up,0.792,0.059,0.328,0.511,O
RING,-0.646,0.433,0.616,Left,-0.409,0.221,-0.361,-0.809,O
MIDDLE,0.988,0.245,-0.024,Away from you,0.204,0.713,-0.031,0.67,O
THUMB,0.961,-0.157,0.35,Towards you,0.815,-0.157,-0.552,-0.076,O
INDEX,0.91,-0.42,-0.396,Right,0.113,0.681,-0.508,0.514,O
PALM,0.996,-0.001,0.279,Away from you,-0.093,0.588,0.028,0.803,O
PINKY,-0.411,0.501,0.724,Up,0.784,0.051,0.329,0.524,O
RING,-0.663,0.436,0.602,Left,-0.398,0.228,-0.359,-0.813,O
MIDDLE,0.991,0.22,-0.029,Away from you,0.204,0.711,-0.029,0.672,O
THUMB,0.949,-0.186,0.347,Towards you,0.817,-0.155,-0.552,-0.068,O
INDEX,0.924,-0.393,-0.417,Right,0.112,0.679,-0.504,0.522,O
PALM,0.989,-0.019,0.267,Away from you,-0.094,0.591,0.028,0.8,O
PINKY,-0.447,0.505,0.705,Up,0.769,0.042,0.335,0.543,O
RING,-0.657,0.457,0.599,Left,-0.381,0.241,-0.354,-0.819,O
MIDDLE,0.991,0.226,0.028,Away from you,0.195,0.694,-0.03,0.693,O
THUMB,0.902,-0.217,0.446,Towards you,0.829,-0.135,-0.543,-0.019,O
INDEX,0.936,-0.368,-0.37,Right,0.122,0.677,-0.473,0.551,O
PALM,1.003,0.039,0.277,Away from you,-0.1,0.593,0.049,0.797,O
PINKY,-0.324,0.471,0.697,Up,0.757,0.033,0.315,0.572,O
RING,-0.629,0.432,0.642,Left,-0.369,0.23,-0.326,-0.839,O
MIDDLE,1.004,0.16,0.07,Away from you,0.17,0.678,-0.05,0.714,O
THUMB,0.866,-0.417,0.372,Towards you,0.799,-0.162,-0.567,0.118,O
INDEX,0.971,-0.342,-0.35,Right,0.13,0.679,-0.446,0.569,O
PALM,1.001,0.044,0.223,Away from you,-0.106,0.603,0.066,0.788,O
PINKY,-0.311,0.489,0.78,Up,0.743,0.066,0.281,0.604,O
RING,-0.57,0.411,0.74,Up,-0.358,0.208,-0.303,-0.858,O
MIDDLE,0.996,0.122,0.108,Away from you,0.168,0.662,-0.062,0.728,O
THUMB,0.844,-0.567,0.185,Towards you,0.736,-0.196,-0.613,0.207,O
INDEX,0.988,-0.281,-0.224,Right,0.145,0.681,-0.419,0.583,O
PALM,1.021,0.008,0.202,Away from you,-0.117,0.621,0.069,0.772,O
PINKY,-0.13,0.501,0.839,Up,0.72,0.134,0.232,0.64,O
RING,-0.27,0.484,0.815,Up,-0.357,0.077,-0.255,-0.895,O
MIDDLE,0.846,0.226,0.401,Away from you,0.234,0.521,0.016,0.82,O
THUMB,0.856,-0.559,0.081,Towards you,0.709,-0.174,-0.627,0.273,O
INDEX,0.937,-0.276,0.231,Right,0.197,0.605,-0.354,0.686,O
PALM,1.038,-0.032,0.11,Away from you,-0.157,0.646,0.082,0.742,O
PINKY,0.288,0.521,0.803,Up,0.702,0.247,0.057,0.665,O
RING,0.097,0.432,0.927,Up,-0.342,-0.119,-0.154,-0.919,O
MIDDLE,0.57,0.241,0.639,Up,0.26,0.268,0.076,0.925,O
THUMB,0.82,-0.573,0.085,Towards you,0.692,-0.163,-0.643,0.284,O
INDEX,0.705,-0.292,0.482,Right,0.242,0.386,-0.263,0.85,O
PALM,1.014,-0.002,0.142,Away from you,-0.155,0.63,0.096,0.755,O
PINKY,0.22,0.436,0.889,Up,0.687,0.202,0.069,0.694,O
RING,-0.065,0.317,0.821,Up,-0.339,0.005,-0.18,-0.923,O
MIDDLE,-0.336,0.179,1.037,Up,0.27,-0.12,0.127,0.947,O
THUMB,0.856,-0.53,0.05,Towards you,0.685,-0.155,-0.665,0.255,O
INDEX,0.769,-0.234,0.366,Up,0.246,0.321,-0.234,0.884,O
PALM,0.995,0.013,0.143,Away from you,-0.137,0.625,0.088,0.764,O
PINKY,-0.11,0.515,0.743,Up,0.702,0.111,0.209,0.671,O
RING,-0.538,0.422,0.744,Up,-0.356,0.169,-0.288,-0.873,O
MIDDLE,-0.642,0.192,0.695,Up,0.285,-0.296,0.195,0.89,O
THUMB,0.75,-0.685,0.065,Towards you,0.659,-0.178,-0.675,0.281,O
INDEX,0.984,-0.132,0.037,Away from you,0.203,0.599,-0.297,0.715,O
PALM,1.016,-0.056,0.06,Away from you,-0.118,0.671,0.049,0.73,O
PINKY,-0.659,0.574,0.397,Left,0.638,-0.071,0.501,0.58,O
RING,-0.856,0.36,0.284,Left,-0.288,0.434,-0.397,-0.756,O
MIDDLE,-1.011,0.184,0.35,Towards you,0.216,-0.523,0.242,0.788,O
THUMB,0.825,-0.586,-0.078,Towards you,0.634,-0.17,-0.702,0.277,O
INDEX,1.013,-0.116,-0.019,Away from you,0.193,0.668,-0.308,0.649,O
PALM,1.036,-0.033,0.103,Away from you,-0.093,0.667,0.04,0.738,O
PINKY,-0.758,0.547,0.339,Left,0.617,-0.105,0.537,0.566,O
RING,-0.809,0.389,0.057,Left,-0.274,0.471,-0.437,-0.716,O
MIDDLE,-0.931,0.169,0.271,Towards you,0.225,-0.551,0.271,0.757,O
THUMB,0.721,-0.713,-0.141,Towards you,0.568,-0.195,-0.747,0.287,O
INDEX,1.023,-0.144,-0.317,Away from you,0.182,0.725,-0.34,0.57,O
PALM,1.017,0.049,0.048,Away from you,-0.055,0.68,0.034,0.73,O
PINKY,-0.656,0.479,0.349,Left,0.624,-0.091,0.522,0.575,O
RING,-0.883,0.395,0.181,Left,-0.295,0.444,-0.436,-0.725,O
MIDDLE,-0.848,0.177,0.31,Left,0.258,-0.515,0.26,0.775,O
THUMB,0.649,-0.729,-0.226,Towards you,0.53,-0.223,-0.754,0.317,O
INDEX,0.993,-0.126,-0.267,Away from you,0.186,0.737,-0.34,0.553,O
PALM,1.005,0.011,-0.02,Away from you,-0.036,0.695,0.034,0.717,O
PINKY,-0.818,0.466,0.462,Left,0.616,-0.106,0.523,0.579,O
RING,-0.955,0.315,0.253,Left,-0.3,0.459,-0.423,-0.722,O
MIDDLE,-0.887,0.077,0.389,Towards you,0.266,-0.522,0.234,0.776,O
THUMB,0.629,-0.633,-0.326,Towards you,0.502,-0.231,-0.766,0.33,O
INDEX,1.004,-0.12,-0.336,Away from you,0.174,0.744,-0.34,0.548,O
PALM,1.048,0.093,-0.005,Away from you,-0.019,0.694,0.047,0.718,O
PINKY,-0.745,0.467,0.332,Left,0.598,-0.131,0.53,0.587,O
RING,-0.876,0.329,0.119,Left,-0.283,0.483,-0.422,-0.713,O
MIDDLE,-0.951,0.119,0.249,Towards you,0.251,-0.551,0.238,0.759,O
THUMB,0.558,-0.795,-0.211,Towards you,0.494,-0.241,-0.748,0.372,O
INDEX,1.015,-0.065,-0.169,Away from you,0.189,0.726,-0.323,0.578,O
PALM,1.042,0.04,-0.085,Away from you,-0.029,0.72,0.036,0.693,O
PINKY,-0.789,0.51,0.284,Left,0.566,-0.144,0.555,0.592,O
RING,-0.909,0.34,0.078,Left,-0.263,0.498,-0.434,-0.703,O
MIDDLE,-0.931,0.128,0.238,Towards you,0.238,-0.563,0.247,0.752,O
THUMB,0.583,-0.804,-0.202,Towards you,0.504,-0.235,-0.739,0.38,O
INDEX,1.034,-0.108,-0.232,Away from you,0.199,0.72,-0.316,0.585,O
PALM,1.044,0.046,-0.088,Away from you,-0.023,0.725,0.026,0.688,O
PINKY,-0.738,0.527,0.276,Left,0.552,-0.153,0.558,0.6,O
RING,-0.892,0.357,0.102,Left,-0.252,0.503,-0.432,-0.705,O
MIDDLE,-0.919,0.136,0.26,Towards you,0.234,-0.564,0.246,0.753,P
THUMB,0.577,-0.817,-0.236,Towards you,0.503,-0.235,-0.74,0.379,P
INDEX,1.025,-0.104,-0.191,Away from you,0.201,0.719,-0.32,0.583,P
PALM,1.036,0.049,-0.101,Away from you,-0.013,0.725,0.021,0.688,P
PINKY,-0.762,0.501,0.292,Left,0.537,-0.168,0.554,0.613,P
RING,-0.895,0.362,0.088,Left,-0.243,0.512,-0.422,-0.708,P
MIDDLE,-0.936,0.107,0.236,Towards you,0.227,-0.568,0.239,0.754,P
THUMB,0.553,-0.824,-0.169,Towards you,0.501,-0.231,-0.74,0.384,P
INDEX,1.022,-0.129,-0.215,Away from you,0.2,0.717,-0.316,0.588,P
PALM,1.049,0.077,-0.092,Away from you,-0.009,0.726,0.017,0.688,P
PINKY,-0.712,0.498,0.2,Left,0.518,-0.182,0.554,0.625,P
RING,-0.904,0.342,0.063,Left,-0.229,0.522,-0.418,-0.708,P
MIDDLE,-0.923,0.143,0.218,Towards you,0.221,-0.575,0.238,0.751,P
THUMB,0.585,-0.785,-0.214,Towards you,0.505,-0.228,-0.739,0.383,P
INDEX,1.011,-0.082,-0.191,Away from you,0.211,0.715,-0.316,0.587,P
PALM,0.981,0.012,-0.122,Away from you,-0.001,0.725,0.002,0.688,P
PINKY,-0.744,0.535,0.226,Left,0.507,-0.19,0.559,0.628,P
RING,-0.844,0.302,0.046,Left,-0.224,0.528,-0.419,-0.705,P
THUMB,0.177,-0.915,-0.374,Towards you,0.32,-0.336,-0.752,0.469,P
INDEX,1.019,-0.103,-0.178,Right,0.246,0.685,-0.377,0.572,P
PALM,1.02,0.128,-0.202,Away from you,0.218,0.731,-0.19,0.618,P
PINKY,-0.848,0.411,0.119,Left,0.13,-0.526,0.382,0.748,P
RING,-0.923,0.235,-0.113,Towards you,-0.011,0.711,-0.2,-0.674,P
MIDDLE,-0.97,-0.024,0.197,Towards you,0.149,-0.636,0.095,0.751,P
THUMB,0.172,-0.897,-0.372,Towards you,0.319,-0.335,-0.753,0.468,P
INDEX,1.025,-0.11,-0.168,Right,0.249,0.684,-0.38,0.57,P
PALM,1.024,0.133,-0.197,Away from you,0.226,0.728,-0.198,0.616,P
PINKY,-0.85,0.426,0.131,Towards you,0.114,-0.534,0.371,0.751,P
RING,-0.929,0.222,-0.1,Towards you,-0.003,0.713,-0.192,-0.674,P
MIDDLE,-0.961,-0.035,0.191,Towards you,0.146,-0.636,0.092,0.752,P
THUMB,0.168,-0.914,-0.378,Towards you,0.32,-0.335,-0.753,0.468,P
INDEX,1.026,-0.103,-0.177,Right,0.252,0.682,-0.383,0.569,P
PALM,1.022,0.115,-0.197,Away from you,0.234,0.725,-0.209,0.613,P
PINKY,-0.848,0.411,0.135,Towards you,0.099,-0.54,0.36,0.754,P
RING,-0.934,0.24,-0.101,Towards you,0.005,0.714,-0.185,-0.676,P
MIDDLE,-0.949,-0.017,0.203,Towards you,0.144,-0.633,0.09,0.755,P
THUMB,0.213,-0.905,-0.366,Towards you,0.328,-0.33,-0.752,0.466,P
INDEX,1.032,-0.187,-0.089,Right,0.258,0.659,-0.384,0.592,P
PALM,1.027,0.046,-0.221,Towards you,-0.458,-0.784,-0.451,1.79,P
PINKY,-0.634,0.54,0.507,Towards you,-0.081,-0.407,0.27,0.869,P
RING,-0.827,0.402,0.347,Towards you,0.167,0.548,-0.117,-0.811,P
MIDDLE,-0.708,0.122,0.702,Towards you,-0.026,-0.407,0.041,0.912,P
THUMB,0.343,-0.927,-0.163,Towards you,0.363,-0.175,-0.739,0.54,P
INDEX,0.79,-0.252,0.471,Right,0.208,0.457,-0.291,0.815,P
PALM,1.019,0.02,-0.27,Away from you,0.118,0.757,-0.151,0.625,P
PINKY,-0.584,0.569,0.562,Towards you,-0.119,-0.385,0.263,0.877,P
RING,-0.78,0.377,0.445,Towards you,0.201,0.507,-0.108,-0.831,P
MIDDLE,-0.574,0.165,0.819,Up,-0.062,-0.316,0.052,0.945,P
THUMB,0.36,-0.937,-0.023,Towards you,0.391,-0.175,-0.717,0.55,P
INDEX,0.586,-0.273,0.674,Up,0.237,0.325,-0.261,0.877,P
PALM,1.008,-0.034,-0.278,Away from you,0.11,0.763,-0.168,0.615,P
PINKY,-0.515,0.595,0.589,Towards you,-0.141,-0.354,0.264,0.886,P
RING,-0.672,0.434,0.555,Towards you,0.218,0.45,-0.115,-0.859,P
MIDDLE,-0.39,0.17,0.935,Up,-0.078,-0.224,0.062,0.969,P
THUMB,0.424,-0.964,0.003,Towards you,0.439,-0.171,-0.682,0.559,P
INDEX,0.504,-0.25,0.707,Up,0.236,0.279,-0.242,0.899,P
PALM,1.002,-0.033,-0.298,Away from you,0.095,0.767,-0.169,0.612,P
PINKY,-0.049,0.532,0.802,Up,-0.212,-0.109,0.233,0.943,P
RING,-0.099,0.457,0.932,Up,0.34,0.132,-0.158,-0.917,P
MIDDLE,0.081,0.276,0.924,Up,-0.18,-0.021,0.122,0.976,P
THUMB,0.221,-0.741,0.78,Towards you,0.666,-0.192,-0.406,0.596,P
INDEX,0.47,-0.193,0.831,Up,0.127,0.287,-0.201,0.928,P
PALM,1.009,-0.088,-0.302,Away from you,0.011,0.785,-0.093,0.612,P
PINKY,0.316,0.26,0.948,Up,-0.287,0.121,0.159,0.937,P
RING,0.071,0.195,0.863,Up,0.414,0.023,-0.106,-0.904,P
MIDDLE,-0.164,0.129,0.992,Up,-0.228,-0.073,0.045,0.97,P
THUMB,0.076,-0.442,0.946,Up,0.889,-0.201,-0.095,0.401,P
INDEX,-0.046,-0.23,0.853,Up,0.106,0.035,-0.177,0.978,P
PALM,1.008,-0.056,-0.305,Away from you,0.061,0.773,-0.135,0.617,P
PINKY,-0.089,0.456,0.827,Up,-0.277,-0.115,0.177,0.937,P
RING,-0.563,0.386,0.713,Up,0.337,0.359,-0.044,-0.869,P
MIDDLE,-0.655,0.086,0.755,Up,-0.177,-0.358,-0.032,0.916,P
THUMB,0.127,-0.414,0.97,Up,0.915,-0.177,-0.108,0.346,P
INDEX,-0.379,-0.149,0.766,Up,0.126,-0.163,-0.107,0.973,P
PALM,1.012,-0.026,-0.271,Away from you,0.083,0.765,-0.147,0.622,P
PINKY,-0.076,0.469,0.895,Up,-0.287,-0.124,0.176,0.933,P
RING,-0.306,0.381,0.74,Up,0.373,0.254,-0.07,-0.89,P
MIDDLE,-0.105,0.2,0.889,Up,-0.207,-0.108,0.055,0.971,P
THUMB,0.255,-0.679,0.789,Up,0.788,-0.218,-0.284,0.501,P
INDEX,0.372,-0.273,0.706,Up,0.104,0.182,-0.186,0.96,P
PALM,1.005,-0.023,-0.279,Away from you,0.071,0.773,-0.133,0.616,P
PINKY,0.126,0.468,0.874,Up,-0.282,-0.007,0.201,0.938,P
RING,-0.048,0.422,0.899,Up,0.391,0.098,-0.144,-0.904,P
MIDDLE,0.06,0.242,0.982,Up,-0.201,0.005,0.101,0.974,P
THUMB,0.153,-0.698,0.867,Towards you,0.766,-0.242,-0.308,0.509,P
INDEX,0.174,-0.393,1.324,Up,0.116,0.211,-0.205,0.949,P
PALM,1.0,-0.046,-0.3,Away from you,0.081,0.771,-0.162,0.61,P
PINKY,0.133,0.466,0.85,Up,-0.279,-0.013,0.2,0.939,P
RING,-0.116,0.388,0.96,Up,0.384,0.111,-0.138,-0.906,P
MIDDLE,0.091,0.209,0.981,Up,-0.196,0.013,0.099,0.976,P
THUMB,0.428,-0.723,0.639,Towards you,0.732,-0.14,-0.393,0.538,P
INDEX,0.439,-0.222,0.746,Up,0.127,0.248,-0.197,0.94,P
PALM,1.002,-0.069,-0.309,Away from you,0.083,0.769,-0.178,0.609,P
PINKY,0.121,0.466,0.867,Up,-0.274,0.003,0.212,0.938,P
RING,-0.046,0.457,0.909,Up,0.375,0.095,-0.156,-0.909,P
MIDDLE,0.105,0.212,0.983,Up,-0.183,0.021,0.12,0.975,P
THUMB,0.508,-0.806,0.419,Towards you,0.624,-0.134,-0.496,0.589,P
INDEX,0.443,-0.214,0.73,Up,0.141,0.245,-0.179,0.942,P
PALM,1.009,-0.08,-0.293,Away from you,0.084,0.765,-0.193,0.609,P
PINKY,0.277,0.482,0.823,Up,-0.253,0.072,0.22,0.939,P
RING,0.081,0.383,0.95,Up,0.354,0.018,-0.161,-0.921,P
MIDDLE,0.248,0.277,0.933,Up,-0.162,0.085,0.139,0.973,P
THUMB,0.593,-0.771,0.375,Towards you,0.599,-0.078,-0.538,0.588,P
INDEX,0.498,-0.199,0.711,Up,0.165,0.266,-0.179,0.933,P
PALM,1.008,-0.102,-0.288,Away from you,0.093,0.759,-0.215,0.608,P
PINKY,0.341,0.423,0.843,Up,-0.228,0.13,0.209,0.942,P
RING,0.146,0.344,0.997,Up,0.332,-0.041,-0.159,-0.929,P
MIDDLE,0.276,0.269,0.894,Up,-0.138,0.112,0.138,0.974,P
THUMB,0.572,-0.731,0.479,Towards you,0.604,-0.063,-0.532,0.59,P
INDEX,0.495,-0.143,0.706,Up,0.194,0.285,-0.177,0.922,P
PALM,1.0,-0.099,-0.328,Away from you,0.105,0.763,-0.24,0.591,P
PINKY,0.323,0.503,0.826,Up,-0.195,0.116,0.222,0.948,P
RING,0.162,0.328,0.936,Up,0.304,-0.034,-0.159,-0.939,P
MIDDLE,0.209,0.284,0.967,Up,-0.114,0.092,0.136,0.98,P
THUMB,0.563,-0.715,0.592,Towards you,0.673,-0.061,-0.444,0.588,P
INDEX,0.579,-0.111,0.755,Up,0.206,0.337,-0.17,0.903,P
PALM,0.997,-0.094,-0.337,Away from you,0.114,0.762,-0.25,0.586,P
