finger,acc_x,acc_y,acc_z,orientation,quat_w,quat_x,quat_y,quat_z,target
PINKY,0.294,0.491,0.854,Up,-0.195,0.114,0.219,0.949,P
RING,0.159,0.367,0.96,Up,0.298,-0.033,-0.162,-0.94,P
MIDDLE,0.216,0.31,0.949,Up,-0.102,0.092,0.138,0.981,P
THUMB,0.608,-0.609,0.586,Towards you,0.666,-0.049,-0.467,0.579,P
INDEX,0.41,-0.179,0.828,Up,0.226,0.26,-0.167,0.924,P
PALM,0.989,-0.111,-0.356,Away from you,0.128,0.753,-0.275,0.584,P
PINKY,0.291,0.441,0.816,Up,-0.195,0.107,0.209,0.952,P
RING,-0.006,0.372,1.019,Up,0.296,0.019,-0.141,-0.945,P
MIDDLE,0.032,0.201,0.874,Up,-0.109,-0.0,0.1,0.989,P
THUMB,0.611,-0.597,0.579,Towards you,0.669,-0.043,-0.477,0.568,P
INDEX,0.094,-0.116,0.811,Up,0.201,0.086,-0.111,0.969,P
PALM,1.006,-0.094,-0.281,Away from you,0.142,0.741,-0.273,0.597,P
PINKY,0.019,0.528,0.854,Up,-0.24,-0.046,0.202,0.948,P
RING,-0.415,0.273,0.592,Up,0.298,0.295,-0.076,-0.905,P
MIDDLE,-0.743,0.109,0.756,Up,-0.1,-0.339,0.033,0.935,P
THUMB,0.656,-0.679,0.461,Towards you,0.634,-0.023,-0.524,0.568,P
INDEX,-0.771,-0.027,0.6,Up,0.191,-0.311,0.023,0.931,P
PALM,1.02,-0.078,-0.259,Away from you,0.154,0.733,-0.274,0.603,P
PINKY,-0.692,0.501,0.453,Towards you,-0.2,-0.461,0.143,0.852,P
RING,-0.995,0.277,0.082,Towards you,0.181,0.662,0.001,-0.727,P
MIDDLE,-0.995,0.065,0.096,Towards you,-0.072,-0.673,-0.024,0.736,P
THUMB,0.672,-0.684,0.408,Towards you,0.611,-0.025,-0.553,0.565,P
INDEX,-0.963,0.062,0.081,Towards you,0.161,-0.575,0.111,0.795,P
PALM,1.009,-0.091,-0.282,Away from you,0.167,0.728,-0.297,0.594,P
PINKY,-0.79,0.482,0.151,Towards you,-0.183,-0.6,0.146,0.765,P
RING,-0.941,0.217,-0.18,Towards you,0.134,0.758,0.017,-0.639,P
MIDDLE,-0.986,0.062,-0.112,Towards you,-0.073,-0.751,-0.051,0.655,P
THUMB,0.696,-0.688,0.333,Towards you,0.588,-0.021,-0.585,0.558,P
INDEX,-0.959,0.054,-0.049,Towards you,0.141,-0.645,0.117,0.742,P
PALM,1.018,-0.056,-0.247,Away from you,0.192,0.719,-0.303,0.595,P
PINKY,-0.803,0.447,0.131,Towards you,-0.196,-0.617,0.131,0.751,P
RING,-0.927,0.193,-0.169,Towards you,0.13,0.755,0.025,-0.642,P
MIDDLE,-0.947,0.036,-0.119,Towards you,-0.078,-0.748,-0.07,0.656,P
THUMB,0.736,-0.717,0.272,Towards you,0.581,-0.009,-0.602,0.547,Q
INDEX,-1.008,0.012,-0.044,Towards you,0.132,-0.668,0.108,0.725,Q
PALM,1.03,-0.024,-0.198,Away from you,0.214,0.707,-0.302,0.603,Q
PINKY,-0.842,0.517,0.149,Towards you,-0.2,-0.624,0.139,0.743,Q
RING,-0.896,0.172,-0.095,Towards you,0.105,0.733,-0.014,-0.672,Q
MIDDLE,-0.986,-0.004,0.047,Towards you,-0.04,-0.693,-0.048,0.718,Q
THUMB,0.917,-0.56,-0.047,Right,0.536,0.113,-0.692,0.469,Q
INDEX,-0.955,-0.006,0.065,Towards you,0.183,-0.613,0.103,0.762,Q
PALM,1.045,-0.024,-0.16,Right,0.26,0.672,-0.337,0.606,Q
PINKY,-0.878,0.471,0.087,Towards you,-0.188,-0.635,0.153,0.734,Q
RING,-0.958,0.133,-0.168,Towards you,0.106,0.76,-0.002,-0.641,Q
MIDDLE,-0.986,-0.046,-0.06,Towards you,-0.04,-0.733,-0.051,0.677,Q
THUMB,0.887,-0.475,-0.032,Right,0.515,0.159,-0.721,0.436,Q
INDEX,-0.917,-0.084,0.02,Towards you,0.161,-0.667,0.115,0.719,Q
PALM,1.033,-0.067,-0.139,Right,0.277,0.658,-0.345,0.61,Q
PINKY,-0.956,0.389,0.12,Towards you,-0.101,-0.612,0.177,0.764,Q
RING,-1.045,0.114,-0.051,Towards you,0.007,0.73,-0.062,-0.68,Q
MIDDLE,-1.055,-0.192,0.006,Towards you,0.108,-0.722,0.013,0.683,Q
THUMB,0.879,-0.596,-0.135,Towards you,0.549,-0.018,-0.77,0.324,Q
PALM,1.001,0.249,0.115,Towards you,0.748,-0.01,-0.647,-0.151,Q
PINKY,-0.755,0.31,0.505,Right,-0.529,-0.457,-0.148,0.7,Q
RING,-0.768,0.131,0.613,Towards you,0.277,0.426,0.088,-0.857,Q
MIDDLE,-0.684,-0.208,0.685,Towards you,0.147,-0.393,-0.067,0.905,Q
THUMB,0.217,-0.1,1.033,Up,0.992,-0.053,-0.104,-0.05,Q
INDEX,-0.488,-0.376,0.623,Up,0.226,-0.325,-0.177,0.901,Q
PALM,0.997,0.249,0.109,Towards you,0.746,-0.015,-0.647,-0.155,Q
PINKY,-0.742,0.327,0.506,Right,-0.543,-0.456,-0.156,0.688,Q
RING,-0.773,0.136,0.605,Towards you,0.285,0.425,0.092,-0.854,Q
MIDDLE,-0.681,-0.214,0.684,Towards you,0.142,-0.394,-0.069,0.905,Q
THUMB,0.225,-0.105,1.037,Up,0.992,-0.054,-0.105,-0.045,Q
INDEX,-0.481,-0.39,0.627,Up,0.215,-0.326,-0.181,0.903,Q
PALM,1.004,0.245,0.114,Towards you,0.745,-0.019,-0.647,-0.16,Q
PINKY,-0.739,0.322,0.513,Right,-0.558,-0.453,-0.166,0.675,Q
RING,-0.771,0.128,0.605,Towards you,0.294,0.425,0.098,-0.851,Q
MIDDLE,-0.679,-0.208,0.691,Towards you,0.139,-0.394,-0.071,0.906,Q
THUMB,0.225,-0.108,1.034,Up,0.992,-0.054,-0.105,-0.041,Q
INDEX,-0.48,-0.384,0.623,Up,0.205,-0.325,-0.184,0.904,Q
PALM,0.995,0.246,0.113,Towards you,0.743,-0.023,-0.648,-0.164,Q
PINKY,-0.758,0.306,0.505,Right,-0.572,-0.45,-0.176,0.663,Q
RING,-0.779,0.128,0.597,Towards you,0.303,0.424,0.103,-0.847,Q
MIDDLE,-0.683,-0.191,0.684,Towards you,0.137,-0.395,-0.073,0.905,Q
THUMB,0.235,-0.103,1.033,Up,0.992,-0.054,-0.105,-0.04,Q
INDEX,-0.488,-0.382,0.622,Up,0.198,-0.325,-0.187,0.906,Q
PALM,0.998,0.239,0.109,Towards you,0.742,-0.029,-0.648,-0.172,Q
PINKY,-0.745,0.321,0.511,Right,-0.585,-0.447,-0.183,0.651,Q
RING,-0.773,0.135,0.604,Towards you,0.312,0.423,0.106,-0.844,Q
MIDDLE,-0.677,-0.217,0.678,Towards you,0.134,-0.395,-0.074,0.906,Q
THUMB,0.23,-0.114,1.044,Up,0.992,-0.054,-0.106,-0.037,Q
INDEX,-0.475,-0.405,0.636,Up,0.189,-0.322,-0.192,0.907,Q
PALM,0.997,0.227,0.102,Towards you,0.741,-0.031,-0.647,-0.176,Q
PINKY,-0.751,0.342,0.497,Right,-0.601,-0.443,-0.194,0.636,Q
RING,-0.76,0.129,0.619,Towards you,0.323,0.422,0.112,-0.84,Q
MIDDLE,-0.675,-0.221,0.69,Towards you,0.128,-0.393,-0.077,0.907,Q
THUMB,0.242,-0.107,1.034,Up,0.992,-0.053,-0.107,-0.03,Q
INDEX,-0.487,-0.415,0.625,Up,0.177,-0.321,-0.197,0.909,Q
PALM,1.003,0.253,0.13,Towards you,0.74,-0.035,-0.647,-0.182,Q
PINKY,-0.759,0.307,0.514,Right,-0.616,-0.435,-0.207,0.624,Q
RING,-0.773,0.12,0.612,Up,0.334,0.418,0.12,-0.836,Q
MIDDLE,-0.681,-0.221,0.669,Towards you,0.125,-0.393,-0.081,0.907,Q
THUMB,0.248,-0.093,1.043,Up,0.992,-0.053,-0.109,-0.026,Q
INDEX,-0.48,-0.382,0.627,Up,0.168,-0.319,-0.2,0.911,Q
PALM,1.002,0.224,0.117,Towards you,0.738,-0.041,-0.647,-0.186,Q
PINKY,-0.757,0.301,0.502,Right,-0.628,-0.431,-0.216,0.61,Q
RING,-0.781,0.107,0.603,Up,0.342,0.418,0.127,-0.832,Q
MIDDLE,-0.668,-0.255,0.685,Towards you,0.12,-0.395,-0.086,0.906,Q
THUMB,0.231,-0.137,1.033,Up,0.992,-0.057,-0.11,-0.02,Q
INDEX,-0.509,-0.398,0.613,Up,0.157,-0.322,-0.207,0.911,Q
PALM,1.002,0.25,0.07,Towards you,0.734,-0.041,-0.651,-0.19,Q
PINKY,-0.734,0.321,0.516,Right,-0.642,-0.427,-0.227,0.595,Q
RING,-0.754,0.125,0.622,Up,0.353,0.415,0.131,-0.828,Q
MIDDLE,-0.669,-0.21,0.695,Towards you,0.117,-0.392,-0.086,0.908,Q
THUMB,0.236,-0.103,1.03,Up,0.992,-0.053,-0.11,-0.018,Q
INDEX,-0.49,-0.401,0.619,Up,0.148,-0.316,-0.209,0.914,Q
PALM,1.002,0.254,0.098,Towards you,0.734,-0.047,-0.649,-0.195,Q
PINKY,-0.748,0.314,0.505,Right,-0.657,-0.42,-0.236,0.581,Q
RING,-0.766,0.124,0.606,Up,0.362,0.414,0.137,-0.824,Q
MIDDLE,-0.667,-0.219,0.681,Towards you,0.113,-0.394,-0.089,0.908,Q
THUMB,0.237,-0.118,1.026,Up,0.992,-0.056,-0.11,-0.013,Q
INDEX,-0.504,-0.395,0.619,Up,0.138,-0.316,-0.213,0.914,Q
PALM,1.001,0.244,0.108,Towards you,0.731,-0.052,-0.65,-0.201,Q
PINKY,-0.738,0.312,0.513,Right,-0.669,-0.415,-0.243,0.567,Q
RING,-0.776,0.123,0.61,Up,0.372,0.413,0.141,-0.819,Q
MIDDLE,-0.681,-0.221,0.673,Towards you,0.109,-0.394,-0.089,0.908,Q
THUMB,0.237,-0.122,1.038,Up,0.992,-0.056,-0.109,-0.01,Q
INDEX,-0.493,-0.393,0.613,Up,0.129,-0.314,-0.215,0.916,Q
PALM,0.997,0.241,0.099,Towards you,0.729,-0.057,-0.65,-0.206,Q
PINKY,-0.75,0.318,0.514,Right,-0.681,-0.411,-0.253,0.551,Q
RING,-0.779,0.124,0.604,Up,0.38,0.412,0.146,-0.815,Q
MIDDLE,-0.673,-0.212,0.684,Towards you,0.107,-0.394,-0.09,0.908,Q
THUMB,0.223,-0.114,1.031,Up,0.992,-0.055,-0.109,-0.01,Q
INDEX,-0.484,-0.392,0.621,Up,0.123,-0.313,-0.217,0.916,Q
PALM,1.004,0.273,0.115,Towards you,0.728,-0.063,-0.648,-0.215,Q
PINKY,-0.756,0.336,0.502,Right,-0.691,-0.405,-0.26,0.539,Q
RING,-0.796,0.13,0.583,Up,0.385,0.412,0.149,-0.812,Q
MIDDLE,-0.707,-0.186,0.662,Towards you,0.108,-0.396,-0.09,0.908,Q
THUMB,0.236,-0.097,1.026,Up,0.992,-0.056,-0.108,-0.013,Q
INDEX,-0.488,-0.414,0.616,Up,0.119,-0.311,-0.219,0.917,Q
PALM,0.991,0.275,0.11,Towards you,0.725,-0.07,-0.648,-0.223,Q
PINKY,-0.761,0.314,0.497,Right,-0.701,-0.4,-0.267,0.527,Q
RING,-0.776,0.128,0.61,Up,0.393,0.409,0.151,-0.809,Q
MIDDLE,-0.681,-0.197,0.678,Towards you,0.107,-0.393,-0.09,0.909,Q
THUMB,0.228,-0.104,1.032,Up,0.993,-0.053,-0.109,-0.011,Q
INDEX,-0.5,-0.379,0.624,Up,0.111,-0.308,-0.22,0.919,Q
PALM,1.001,0.239,0.116,Towards you,0.725,-0.078,-0.646,-0.228,Q
PINKY,-0.753,0.321,0.508,Right,-0.713,-0.395,-0.273,0.511,Q
RING,-0.78,0.118,0.598,Up,0.403,0.408,0.154,-0.805,Q
MIDDLE,-0.673,-0.217,0.678,Towards you,0.102,-0.393,-0.091,0.909,Q
THUMB,0.236,-0.117,1.029,Up,0.993,-0.054,-0.109,-0.006,Q
INDEX,-0.489,-0.401,0.624,Up,0.1,-0.307,-0.224,0.919,Q
PALM,1.001,0.237,0.102,Towards you,0.722,-0.082,-0.647,-0.232,Q
PINKY,-0.746,0.322,0.517,Right,-0.724,-0.39,-0.283,0.495,Q
RING,-0.776,0.123,0.609,Up,0.412,0.406,0.16,-0.8,Q
MIDDLE,-0.669,-0.218,0.684,Towards you,0.099,-0.392,-0.093,0.91,Q
THUMB,0.222,-0.111,1.032,Up,0.993,-0.053,-0.109,-0.003,Q
INDEX,-0.492,-0.396,0.621,Up,0.091,-0.304,-0.227,0.921,Q
PALM,0.999,0.251,0.087,Towards you,0.72,-0.087,-0.646,-0.238,Q
PINKY,-0.744,0.318,0.514,Right,-0.735,-0.382,-0.289,0.479,Q
RING,-0.778,0.126,0.612,Up,0.422,0.403,0.163,-0.796,Q
MIDDLE,-0.671,-0.215,0.681,Towards you,0.094,-0.39,-0.094,0.911,Q
THUMB,0.231,-0.109,1.032,Up,0.993,-0.051,-0.11,0.002,Q
INDEX,-0.482,-0.396,0.626,Up,0.08,-0.299,-0.23,0.923,Q
PALM,1.003,0.24,0.1,Towards you,0.72,-0.091,-0.644,-0.242,Q
PINKY,-0.743,0.311,0.508,Right,-0.747,-0.375,-0.297,0.461,Q
RING,-0.777,0.123,0.611,Up,0.434,0.4,0.167,-0.79,Q
MIDDLE,-0.664,-0.201,0.691,Towards you,0.088,-0.388,-0.095,0.913,Q
THUMB,0.228,-0.116,1.036,Up,0.993,-0.051,-0.109,0.007,Q
INDEX,-0.475,-0.39,0.624,Up,0.069,-0.295,-0.232,0.924,Q
PALM,1.0,0.245,0.107,Towards you,0.718,-0.096,-0.644,-0.245,Q
PINKY,-0.743,0.325,0.516,Right,-0.758,-0.368,-0.303,0.445,Q
RING,-0.777,0.131,0.616,Up,0.442,0.397,0.169,-0.786,Q
MIDDLE,-0.669,-0.203,0.688,Towards you,0.086,-0.386,-0.093,0.914,Q
THUMB,0.222,-0.105,1.033,Up,0.993,-0.05,-0.109,0.008,Q
INDEX,-0.481,-0.393,0.63,Up,0.063,-0.292,-0.232,0.926,Q
PALM,1.001,0.239,0.102,Towards you,0.715,-0.103,-0.644,-0.252,Q
PINKY,-0.748,0.321,0.517,Right,-0.766,-0.364,-0.31,0.43,Q
RING,-0.766,0.136,0.618,Right,0.448,0.398,0.172,-0.782,Q
MIDDLE,-0.669,-0.21,0.69,Towards you,0.085,-0.387,-0.093,0.913,Q
THUMB,0.215,-0.114,1.033,Up,0.993,-0.052,-0.106,0.008,Q
INDEX,-0.491,-0.375,0.631,Up,0.056,-0.293,-0.233,0.926,Q
PALM,1.008,0.241,0.087,Towards you,0.711,-0.112,-0.645,-0.257,Q
PINKY,-0.756,0.328,0.501,Right,-0.773,-0.362,-0.318,0.413,Q
RING,-0.778,0.136,0.605,Right,0.455,0.4,0.176,-0.776,Q
MIDDLE,-0.67,-0.192,0.686,Towards you,0.081,-0.391,-0.092,0.912,Q
THUMB,0.215,-0.124,1.038,Up,0.993,-0.054,-0.104,0.01,Q
INDEX,-0.487,-0.388,0.63,Up,0.047,-0.294,-0.234,0.926,Q
PALM,1.005,0.23,0.099,Towards you,0.708,-0.118,-0.645,-0.262,Q
PINKY,-0.752,0.333,0.505,Right,-0.78,-0.357,-0.325,0.398,Q
RING,-0.785,0.136,0.601,Right,0.463,0.4,0.18,-0.771,Q
MIDDLE,-0.679,-0.198,0.677,Towards you,0.079,-0.392,-0.092,0.912,Q
THUMB,0.23,-0.128,1.036,Up,0.993,-0.055,-0.103,0.013,Q
INDEX,-0.49,-0.387,0.622,Up,0.038,-0.293,-0.236,0.926,R
PALM,1.002,0.234,0.09,Towards you,0.705,-0.123,-0.645,-0.266,R
PINKY,-0.748,0.321,0.501,Right,-0.788,-0.352,-0.333,0.38,R
RING,-0.788,0.176,0.596,Right,0.471,0.401,0.183,-0.764,R
MIDDLE,-0.68,-0.169,0.695,Towards you,0.076,-0.394,-0.088,0.912,R
THUMB,0.192,-0.092,1.044,Up,0.994,-0.053,-0.098,0.014,R
INDEX,-0.501,-0.363,0.622,Up,0.029,-0.292,-0.233,0.927,R
PALM,1.003,0.231,0.04,Towards you,0.703,-0.133,-0.646,-0.268,R
PINKY,-0.729,0.348,0.512,Right,-0.795,-0.349,-0.341,0.361,R
RING,-0.782,0.164,0.597,Right,0.478,0.403,0.187,-0.758,R
MIDDLE,-0.686,-0.167,0.684,Towards you,0.072,-0.396,-0.089,0.911,R
THUMB,0.199,-0.123,1.04,Up,0.994,-0.057,-0.096,0.017,R
INDEX,-0.541,-0.359,0.615,Up,0.021,-0.295,-0.236,0.926,R
PALM,1.008,0.213,0.071,Towards you,0.696,-0.14,-0.649,-0.273,R
PINKY,-0.755,0.322,0.499,Right,-0.798,-0.345,-0.352,0.347,R
RING,-0.798,0.138,0.572,Right,0.482,0.403,0.197,-0.753,R
MIDDLE,-0.696,-0.19,0.66,Towards you,0.068,-0.401,-0.095,0.909,R
THUMB,0.21,-0.146,1.031,Up,0.993,-0.063,-0.096,0.026,R
INDEX,-0.544,-0.378,0.606,Up,0.003,-0.299,-0.241,0.923,R
PALM,1.005,0.23,0.008,Towards you,0.692,-0.142,-0.655,-0.269,R
PINKY,-0.723,0.365,0.508,Right,-0.807,-0.342,-0.357,0.324,R
PALM,1.016,0.153,0.157,Right,-0.636,-0.405,0.493,-0.434,R
PINKY,-0.785,0.328,0.453,Towards you,0.433,0.5,0.095,-0.744,R
RING,-0.913,0.221,0.22,Away from you,0.78,0.041,0.612,0.121,R
MIDDLE,-0.368,-0.217,0.892,Up,0.324,-0.232,-0.056,0.915,R
THUMB,0.752,-0.208,0.704,Towards you,0.913,-0.119,-0.389,-0.018,R
INDEX,-0.464,-0.471,0.591,Right,-0.408,-0.096,-0.393,0.818,R
PALM,1.01,0.154,0.143,Right,-0.641,-0.398,0.497,-0.429,R
PINKY,-0.781,0.321,0.458,Towards you,0.448,0.498,0.103,-0.735,R
RING,-0.916,0.236,0.226,Away from you,0.779,0.035,0.612,0.131,R
MIDDLE,-0.389,-0.218,0.893,Up,0.325,-0.232,-0.055,0.915,R
THUMB,0.764,-0.217,0.7,Towards you,0.913,-0.118,-0.389,-0.017,R
INDEX,-0.457,-0.482,0.609,Right,-0.414,-0.094,-0.394,0.815,R
PALM,1.014,0.141,0.141,Right,-0.645,-0.392,0.501,-0.422,R
PINKY,-0.782,0.312,0.456,Right,0.464,0.495,0.114,-0.726,R
RING,-0.919,0.225,0.226,Away from you,0.778,0.026,0.612,0.141,R
MIDDLE,-0.367,-0.242,0.897,Up,0.324,-0.232,-0.056,0.915,R
THUMB,0.743,-0.201,0.712,Towards you,0.913,-0.117,-0.391,-0.014,R
INDEX,-0.474,-0.472,0.596,Right,-0.422,-0.09,-0.394,0.811,R
PALM,1.006,0.141,0.158,Right,-0.648,-0.388,0.504,-0.418,R
PINKY,-0.791,0.318,0.448,Right,0.48,0.493,0.125,-0.715,R
RING,-0.914,0.25,0.218,Away from you,0.775,0.017,0.613,0.153,R
MIDDLE,-0.376,-0.236,0.89,Up,0.322,-0.232,-0.056,0.916,R
THUMB,0.755,-0.202,0.693,Towards you,0.913,-0.115,-0.391,-0.009,R
INDEX,-0.464,-0.483,0.596,Right,-0.431,-0.087,-0.396,0.806,R
PALM,1.011,0.155,0.147,Right,-0.651,-0.384,0.508,-0.413,R
PINKY,-0.779,0.341,0.459,Right,0.5,0.489,0.136,-0.702,R
RING,-0.909,0.189,0.256,Away from you,0.773,0.003,0.61,0.174,R
MIDDLE,-0.346,-0.175,0.965,Up,0.306,-0.203,-0.053,0.928,R
THUMB,0.725,-0.201,0.731,Towards you,0.916,-0.096,-0.389,0.015,R
INDEX,-0.0,-0.0,-0.0,Up,-0.502,-0.017,-0.353,0.789,R
PALM,1.022,0.013,0.104,Right,-0.603,-0.416,0.502,-0.461,R
PINKY,-0.7,0.37,0.483,Right,0.607,0.481,0.177,-0.607,R
RING,-0.92,0.254,0.234,Away from you,0.724,-0.081,0.617,0.299,R
MIDDLE,-0.103,-0.006,1.13,Up,0.183,-0.028,-0.027,0.982,R
THUMB,0.673,-0.314,0.753,Towards you,0.913,-0.103,-0.371,0.136,R
INDEX,-0.0,-0.0,-0.0,Up,-0.502,-0.017,-0.353,0.789,R
PALM,1.034,0.09,0.064,Right,-0.578,-0.431,0.503,-0.477,R
PINKY,-0.722,0.411,0.465,Right,0.615,0.482,0.184,-0.597,R
RING,-0.903,0.284,0.22,Away from you,0.724,-0.079,0.616,0.3,R
MIDDLE,-0.031,0.051,1.033,Up,0.189,-0.016,-0.03,0.981,R
THUMB,0.665,-0.357,0.758,Up,0.91,-0.1,-0.37,0.156,R
INDEX,-0.048,-0.12,0.779,Up,-0.502,-0.017,-0.353,0.789,R
PALM,1.036,0.053,0.02,Right,-0.546,-0.464,0.484,-0.502,R
PINKY,-0.437,0.49,0.693,Up,0.762,0.366,0.067,-0.529,R
RING,-0.593,0.484,0.689,Up,0.773,-0.001,0.419,0.477,R
MIDDLE,0.401,0.06,0.813,Up,0.056,0.157,0.014,0.986,R
THUMB,0.527,-0.639,0.633,Towards you,0.804,-0.172,-0.405,0.399,R
INDEX,0.302,-0.397,0.775,Up,-0.716,0.256,-0.07,0.646,R
PALM,1.034,-0.009,-0.136,Right,-0.439,-0.547,0.461,-0.544,R
PINKY,0.137,0.548,0.858,Up,0.848,0.193,-0.134,-0.475,R
RING,-0.017,0.422,0.865,Up,0.771,0.137,0.151,0.603,R
MIDDLE,0.108,0.154,1.018,Up,-0.007,0.051,0.051,0.997,R
THUMB,0.386,-0.825,0.5,Towards you,0.688,-0.216,-0.452,0.526,R
INDEX,0.14,-0.246,0.807,Up,-0.786,0.175,-0.07,0.589,R
PALM,1.03,0.016,-0.244,Right,-0.364,-0.61,0.451,-0.539,R
PINKY,0.06,0.355,0.885,Up,0.895,0.151,-0.094,-0.409,R
RING,-0.454,0.362,0.901,Up,0.73,0.005,0.245,0.638,R
MIDDLE,-0.436,0.06,0.917,Up,-0.073,-0.216,0.008,0.974,R
THUMB,0.316,-0.908,0.476,Towards you,0.633,-0.244,-0.449,0.582,R
INDEX,-0.328,-0.135,0.794,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.013,0.004,-0.282,Right,-0.325,-0.654,0.426,-0.534,R
PINKY,-0.225,0.509,0.871,Up,0.909,0.221,0.038,-0.351,R
RING,-0.64,0.434,0.719,Up,0.678,-0.091,0.371,0.628,R
MIDDLE,-0.62,0.122,0.777,Up,-0.101,-0.339,0.003,0.935,R
THUMB,0.208,-0.897,0.521,Towards you,0.638,-0.28,-0.405,0.592,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.003,-0.015,-0.358,Right,-0.321,-0.662,0.439,-0.515,R
PINKY,-0.256,0.423,0.898,Up,0.915,0.226,0.067,-0.329,R
RING,-0.586,0.368,0.82,Up,0.675,-0.094,0.345,0.646,R
MIDDLE,-0.451,0.087,0.919,Up,-0.108,-0.266,-0.002,0.958,R
THUMB,0.324,-0.869,0.498,Towards you,0.656,-0.253,-0.432,0.564,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.024,0.072,-0.227,Right,-0.372,-0.628,0.438,-0.524,R
PINKY,0.396,0.397,0.857,Up,0.894,0.062,-0.217,-0.388,R
RING,0.207,0.302,0.781,Up,0.716,0.149,0.054,0.68,R
MIDDLE,0.03,0.198,0.975,Up,-0.077,0.03,0.062,0.995,R
THUMB,0.342,-0.776,0.537,Towards you,0.699,-0.254,-0.416,0.523,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.028,0.01,-0.225,Right,-0.4,-0.601,0.455,-0.521,R
PINKY,0.399,0.331,0.878,Up,0.89,0.033,-0.237,-0.388,R
RING,-0.048,0.32,0.886,Up,0.724,0.081,0.139,0.671,R
MIDDLE,-0.23,0.093,0.941,Up,-0.064,-0.116,0.035,0.991,R
THUMB,0.341,-0.801,0.529,Towards you,0.7,-0.252,-0.422,0.517,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.026,0.039,-0.217,Right,-0.413,-0.595,0.468,-0.507,R
PINKY,-0.125,0.488,0.787,Up,0.902,0.225,0.007,-0.368,R
RING,-0.624,0.453,0.722,Up,0.706,-0.067,0.368,0.602,R
MIDDLE,-0.616,0.066,0.748,Up,-0.037,-0.343,0.015,0.938,R
THUMB,0.316,-0.848,0.541,Towards you,0.697,-0.263,-0.416,0.522,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.024,0.075,-0.195,Right,-0.419,-0.59,0.479,-0.497,R
PINKY,-0.124,0.312,0.934,Up,0.903,0.183,0.065,-0.382,R
RING,-0.656,0.25,0.77,Up,0.701,-0.116,0.374,0.596,R
MIDDLE,-0.803,0.123,0.82,Up,-0.042,-0.349,-0.001,0.936,R
THUMB,0.136,-0.915,0.673,Towards you,0.692,-0.284,-0.407,0.524,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,0.949,0.026,-0.255,Right,-0.406,-0.612,0.468,-0.491,R
PINKY,-0.175,0.381,0.821,Up,0.931,0.148,0.11,-0.315,R
RING,-0.75,0.252,0.678,Up,0.655,-0.165,0.34,0.654,R
MIDDLE,-0.638,-0.082,0.781,Up,-0.142,-0.318,-0.079,0.934,R
THUMB,0.332,-0.944,0.401,Towards you,0.623,-0.239,-0.472,0.576,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.024,0.261,-0.172,Right,-0.4,-0.648,0.398,-0.511,R
PINKY,-0.205,0.235,0.908,Up,0.95,0.112,0.1,-0.273,R
RING,-0.562,0.325,0.676,Up,0.646,-0.159,0.317,0.676,R
MIDDLE,-0.551,0.031,0.808,Up,-0.134,-0.3,-0.066,0.942,R
THUMB,0.354,-0.791,0.542,Towards you,0.662,-0.225,-0.445,0.559,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.025,0.05,-0.177,Right,-0.412,-0.61,0.439,-0.515,R
PINKY,-0.388,0.559,0.915,Up,0.936,0.165,0.104,-0.294,R
RING,-0.579,0.306,0.611,Left,0.654,-0.162,0.373,0.637,R
MIDDLE,-0.766,0.003,0.77,Up,-0.086,-0.369,-0.046,0.924,R
THUMB,0.308,-0.798,0.628,Towards you,0.734,-0.238,-0.368,0.519,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.002,0.162,-0.115,Right,-0.453,-0.595,0.445,-0.492,R
PINKY,-0.391,0.373,0.848,Up,0.912,0.201,0.175,-0.313,R
RING,-0.732,0.299,0.566,Left,0.661,-0.187,0.413,0.598,R
MIDDLE,-0.743,0.007,0.663,Towards you,-0.057,-0.398,-0.042,0.915,R
THUMB,0.26,-0.774,0.686,Towards you,0.758,-0.247,-0.332,0.504,R
INDEX,-0.0,-0.0,-0.0,Up,-0.828,-0.011,-0.202,0.523,R
PALM,1.029,0.1,-0.156,Right,-0.454,-0.586,0.463,-0.486,R
PINKY,-0.429,0.396,0.781,Up,0.913,0.217,0.19,-0.29,R
RING,-0.82,0.295,0.522,Left,0.639,-0.208,0.425,0.606,R
MIDDLE,-0.748,0.02,0.618,Towards you,-0.076,-0.417,-0.05,0.904,R
THUMB,0.21,-0.75,0.735,Towards you,0.748,-0.246,-0.308,0.534,R
